x1,x2,cluster
0.46718100,0.34765300,1
0.30459200,0.12430000,1
0.25391800,0.01591100,1
0.17956400,0.31609200,1
0.00238100,0.11625400,1
0.23337900,0.21292700,1
0.33654600,0.38193000,1
0.43236200,0.15453100,1
0.23138000,0.01179200,1
0.09492500,0.41336300,1
0.32839700,0.48017700,1
0.30035100,0.46119500,1
0.45907400,0.28221900,1
0.25679300,0.01995200,1
0.24222800,0.28211200,1
0.00458600,0.24035400,1
0.23912600,0.43775700,1
0.20648800,0.02812400,1
0.40842800,0.04684700,1
0.04255100,0.22947000,1
0.00193900,0.29661100,1
0.38409100,0.09503600,1
0.08176500,0.30231000,1
0.46856100,0.16466300,1
0.01957100,0.48799700,1
0.23513800,0.45410100,1
0.15949500,0.09717800,1
0.30944500,0.07916100,1
0.28767700,0.32066600,1
0.34506300,0.22285700,1
0.15339900,0.49430300,1
0.03934400,0.13670300,1
0.02954600,0.05014900,1
0.14155400,0.16862900,1
0.18334600,0.40132500,1
0.16244500,0.12683000,1
0.15232600,0.20291900,1
0.27613200,0.12144300,1
0.38493900,0.45917500,1
0.07749100,0.37402600,1
0.11049300,0.24066100,1
0.42129100,0.34863600,1
0.24883900,0.33417500,1
0.02288300,0.43766300,1
0.25666700,0.47287500,1
0.34452000,0.33061900,1
0.03433800,0.38443600,1
0.02620900,0.10470100,1
0.38483700,0.25099800,1
0.24554400,0.00225100,1
0.02475000,0.29625800,1
0.40702100,0.30209200,1
0.29607300,0.10225400,1
0.46810700,0.14927000,1
0.01722400,0.41123100,1
0.00670400,0.18085500,1
0.34181800,0.08643300,1
0.32261600,0.27423800,1
0.06452600,0.08974500,1
0.44424600,0.24875100,1
0.02481700,0.28381200,1
0.38100100,0.37144900,1
0.11138600,0.08161400,1
0.32174300,0.05354300,1
0.36277800,0.44740200,1
0.23008200,0.17526100,1
0.29299500,0.49951000,1
0.42848100,0.04376000,1
0.34483400,0.47774600,1
0.29480800,0.07129700,1
0.28820400,0.11591300,1
0.11740300,0.35894700,1
0.43589300,0.00345000,1
0.46766400,0.48497400,1
0.24503200,0.32928500,1
0.15279700,0.42633400,1
0.20893600,0.47567200,1
0.40560200,0.18680600,1
0.42104200,0.27016300,1
0.45304100,0.36589500,1
0.31036700,0.30975000,1
0.48080400,0.07894200,1
0.30617100,0.14288200,1
0.27722100,0.33072500,1
0.08847200,0.23218700,1
0.49660800,0.15239400,1
0.12059000,0.02362300,1
0.02945600,0.03472000,1
0.34007400,0.11619700,1
0.40494200,0.42938800,1
0.20517500,0.46049900,1
0.47975800,0.34448400,1
0.25545700,0.21400000,1
0.38657200,0.33032400,1
0.44716000,0.34637100,1
0.32525500,0.43743800,1
0.26665200,0.31908700,1
0.28050100,0.02976800,1
0.00856000,0.16010400,1
0.14060400,0.15306300,1
0.12913600,0.01664900,1
0.47385400,0.49094200,1
0.24993300,0.29697100,1
0.39142400,0.28925800,1
0.19205600,0.30537000,1
0.48856500,0.49317500,1
0.36706700,0.33389100,1
0.30957300,0.22073400,1
0.43701800,0.49879600,1
0.12620600,0.09174100,1
0.38316200,0.20022700,1
0.05410500,0.34142200,1
0.49055900,0.43947800,1
0.15727100,0.07457200,1
0.26409300,0.34982300,1
0.20672400,0.45784000,1
0.44034700,0.18409300,1
0.16626400,0.10526300,1
0.04932700,0.15500800,1
0.27557200,0.38536600,1
0.41020700,1.94274100,2
0.28889700,1.86685400,2
0.01607200,1.86824700,2
0.00618300,1.62437900,2
0.47404100,1.68063500,2
0.20274100,1.64581900,2
0.01924200,1.62215700,2
0.42340900,1.61821700,2
0.11372900,1.91536900,2
0.35765600,1.92073100,2
0.27480800,1.56358900,2
0.15318100,1.71990700,2
0.05107600,1.86798500,2
0.05731900,1.64504400,2
0.47911700,1.84247100,2
0.19789600,1.61961500,2
0.40889900,1.75102200,2
0.12819400,1.53845000,2
0.28176400,1.80112700,2
0.46428800,1.60977900,2
0.28132000,1.60177800,2
0.03725100,1.82627400,2
0.25457500,1.83476500,2
0.46759400,1.68986300,2
0.41834900,1.69395200,2
0.44478800,1.99133600,2
0.12430400,1.51884300,2
0.26084800,1.63770700,2
0.35483100,1.68590800,2
0.30365900,1.72776000,2
0.16161100,1.72401400,2
0.26313600,1.79940100,2
0.43884000,1.78872700,2
0.24125200,1.91116500,2
0.24388500,1.56435200,2
0.28562500,1.97465700,2
0.33959600,1.86228400,2
0.08554100,1.52470000,2
0.23452200,1.64956800,2
0.17921900,1.89961900,2
0.23998100,1.97252800,2
0.02153900,1.60536800,2
0.44620400,1.73690900,2
0.15264200,1.95406900,2
0.04373400,1.56817600,2
0.48947800,1.90010500,2
0.08077700,1.50345300,2
0.43480000,1.84498700,2
0.05240600,1.56003300,2
0.06105200,1.54605400,2
0.16330000,1.78449500,2
0.08023200,1.64340300,2
0.19214400,1.71112600,2
0.15504200,1.71449400,2
0.11284100,1.74873900,2
0.34149500,1.67651800,2
0.49539800,1.87086900,2
0.07865700,1.78287500,2
0.21760500,1.60597900,2
0.15729000,1.90201700,2
0.16760800,1.71144900,2
0.00591500,1.72441400,2
0.40696000,1.56799900,2
0.43018200,1.51656000,2
0.19397300,1.74964900,2
0.12939900,1.52970400,2
0.33795400,1.90836500,2
0.39272100,1.67537200,2
0.06635300,1.56230200,2
0.34670300,1.59978700,2
0.43888900,1.59183800,2
0.48580500,1.82491400,2
0.33541200,1.72858300,2
0.46791700,1.67515100,2
0.17754000,1.56910300,2
0.29810300,1.77556400,2
0.31805500,1.65734100,2
0.05545500,1.99009100,2
0.44658300,1.95750100,2
0.24038200,1.76628000,2
0.41524900,1.58267200,2
0.13257200,1.96690500,2
0.08383000,1.95349700,2
0.25354300,1.89818500,2
0.12030800,1.63594700,2
0.12189000,1.88936200,2
0.16983100,1.94756000,2
0.47421900,1.93903400,2
0.42271100,1.52747600,2
0.00026400,1.61990400,2
0.37043100,1.93717500,2
0.40674300,1.62551300,2
0.43753900,1.99603800,2
0.28131700,1.55003200,2
0.21685500,1.95868000,2
0.27532400,1.71532900,2
0.21560900,1.80945900,2
0.06196700,1.59833000,2
0.34090700,1.88364300,2
0.35526300,1.66603000,2
0.31437500,1.72445100,2
0.49427500,1.69558500,2
0.30784900,1.55046400,2
0.20702200,1.94252900,2
0.33468600,1.93891700,2
0.16895500,1.82143900,2
0.31455100,1.82692300,2
0.36199200,1.58026400,2
0.25346900,1.69491100,2
0.02185300,1.78205300,2
0.14548100,1.82437100,2
0.13377800,1.75596500,2
0.00741900,1.81548100,2
0.49973900,1.54321000,2
0.40411400,1.60925700,2
0.35382400,1.74296600,2
0.40777700,1.58356900,2
0.34673600,1.55833000,2
0.16234600,1.88271700,2
0.45522300,1.75302600,2
0.09126700,1.99619900,2
0.49770600,1.65583200,2
0.29547800,1.72389900,2
0.45352500,1.79160800,2
0.33728200,1.55212800,2
0.18993900,1.67531700,2
0.39536600,1.61775600,2
0.49837700,1.77857000,2
0.20637900,1.85619300,2
0.02945300,1.66700800,2
0.27929100,1.61298300,2
0.29482200,1.81121700,2
0.08018200,1.94853500,2
0.37324900,1.59390200,2
0.23715400,1.58083000,2
0.31808400,1.57167500,2
0.30775300,1.89190300,2
0.01383700,1.60110100,2
0.28455100,1.67046400,2
0.37067500,1.50553100,2
0.28852100,1.77526500,2
0.27737200,1.54175700,2
0.31432200,1.68160900,2
0.15563900,1.52370300,2
0.44684600,1.91689600,2
0.27171900,1.57409500,2
0.16414300,1.70014600,2
0.16477100,1.60448100,2
0.17828200,1.67517200,2
0.14578100,1.76896900,2
1.74274400,0.46739700,1
1.80563300,0.29770400,1
1.97264200,0.40026400,1
1.84641500,0.29239000,1
1.98233000,0.07877800,1
1.81620500,0.25801300,1
1.54392200,0.18492500,1
1.98426600,0.35250100,1
1.50977700,0.23252900,1
1.64098500,0.05914700,1
1.92216900,0.19759600,1
1.54484600,0.22542700,1
1.55419700,0.37423800,1
1.56737600,0.16622400,1
1.58737500,0.00601400,1
1.80618900,0.29947900,1
1.73342800,0.20783400,1
1.54618800,0.06796900,1
1.85046900,0.42452900,1
1.94939900,0.20213800,1
1.98704900,0.16878700,1
1.74507700,0.19583300,1
1.81149200,0.04334600,1
1.97344100,0.19930300,1
1.54848100,0.08018300,1
1.50875600,0.38196500,1
1.85002400,0.22287400,1
1.65048000,0.18122200,1
1.97376100,0.33740700,1
1.52479900,0.23298300,1
1.72794900,0.46140900,1
1.88310800,0.17459300,1
1.86956900,0.09211500,1
1.61887300,0.42150100,1
1.50963300,0.16932600,1
1.94978400,0.44525800,1
1.58807900,0.03121300,1
1.72822400,0.02236400,1
1.62959400,0.00801700,1
1.74982400,0.38096200,1
1.78121200,0.47153800,1
1.72724100,0.14554800,1
1.56274200,0.07674500,1
1.78425200,0.46863200,1
1.83188000,0.11594600,1
1.90393300,0.24266900,1
1.67726100,0.35563800,1
1.73385100,0.30561000,1
1.80478900,0.44151200,1
1.51114000,0.08906100,1
1.97522900,0.43802200,1
1.62074700,0.20931100,1
1.68437900,0.31554200,1
1.94131300,0.06837700,1
1.55102700,0.21029100,1
1.66483900,0.11475500,1
1.79248400,0.06010500,1
1.69868500,0.01166600,1
1.72264100,0.26252000,1
1.57142000,0.07442200,1
1.90329200,0.31078000,1
1.96766600,0.46786500,1
1.91592300,0.43802900,1
1.61130400,0.29988700,1
1.69817200,0.14033300,1
1.70128700,0.40769000,1
1.50688300,0.05509100,1
1.97979000,0.30968300,1
1.82795500,0.04301100,1
1.77852300,0.48784300,1
1.95210700,0.45899700,1
1.54580200,0.37285500,1
1.97525700,0.00017400,1
1.90431800,0.12751600,1
1.66236200,0.18767500,1
1.72751700,0.06264400,1
1.93438900,0.47295600,1
1.55115700,0.27412700,1
1.69947900,0.15906800,1
1.85581400,0.35977300,1
1.85147500,0.29266100,1
1.86597900,0.36025900,1
1.50158300,0.41347400,1
1.51188600,0.36976300,1
1.89232100,0.04459700,1
1.59130700,0.07873000,1
1.96675500,0.06905500,1
1.95031900,0.34376300,1
1.73063700,0.16605500,1
1.67437100,0.22777900,1
1.85019800,0.27370800,1
1.84399100,0.31731400,1
1.87416700,0.10412900,1
1.86309800,0.00328700,1
1.55499300,0.06151000,1
1.71209100,0.30652600,1
1.97133300,0.00409100,1
1.71276700,0.24001800,1
1.52151000,0.14694300,1
1.51762100,0.12611400,1
1.86595000,0.02400600,1
1.55216700,0.22880700,1
1.54557100,0.31508800,1
1.54567700,0.01873300,1
1.79258900,0.49631200,1
1.58309300,0.36166600,1
1.98042600,0.19100500,1
1.79885300,0.41008700,1
1.73019000,0.28205300,1
1.91199100,0.48175200,1
1.90262400,0.29649900,1
1.77109800,0.22924900,1
1.55646900,0.28846900,1
1.93760500,0.44015200,1
1.94686900,0.42746500,1
1.58634200,0.35865100,1
1.77073300,0.24566100,1
1.64342100,0.48644400,1
1.63992200,0.01003500,1
1.61323800,0.40319200,1
1.67764300,0.46300800,1
1.96877400,0.24497000,1
1.68863800,0.21870600,1
1.79232200,0.09293300,1
1.54954300,0.41106400,1
1.55741300,0.15380300,1
1.80221500,0.26467500,1
1.53694700,0.25880600,1
1.90989600,0.09963000,1
1.80737300,0.36832600,1
1.75372500,0.38756600,1
1.69430000,0.44581700,1
1.70543900,0.34768800,1
1.77097200,0.25641000,1
1.51102100,0.20876600,1
1.67783800,0.35317400,1
1.75959900,0.16593400,1
1.57876500,0.23711700,1
1.89207900,0.22956300,1
1.50746600,0.41581300,1
1.52479100,0.09757800,1
1.68628700,0.33990000,1
1.82487100,0.38229000,1
1.61879400,0.46675300,1
1.77612800,0.48813500,1
1.86739700,0.48623900,1
1.91683200,0.16769200,1
1.92779200,0.04476000,1
1.51416700,0.27990800,1
1.50307900,0.12068000,1
1.66400900,1.53669500,0
1.76217600,1.53674000,0
1.96923600,1.55185800,0
1.83949500,1.94321700,0
1.75497000,1.79980600,0
1.89584900,1.96935400,0
1.72493400,1.65056800,0
1.51414900,1.61998000,0
1.54954100,1.97232200,0
1.54773200,1.88926400,0
1.60338400,1.88301300,0
1.77396500,1.97417400,0
1.93746400,1.58857300,0
1.83131000,1.89650600,0
1.57980900,1.86682300,0
1.93412600,1.78422900,0
1.90704100,1.64339100,0
1.76621300,1.52040700,0
1.61901700,1.75875300,0
1.75149200,1.94111400,0
1.77884800,1.94400800,0
1.58817500,1.75252600,0
1.95136700,1.70706000,0
1.51142300,1.84175900,0
1.68460300,1.78058500,0
1.71868800,1.67605400,0
1.93079900,1.99849600,0
1.75184800,1.52054900,0
1.99625200,1.94858800,0
1.88068300,1.75613800,0
1.74250200,1.99560500,0
1.67339200,1.64583800,0
1.53536100,1.78119400,0
1.97156500,1.98057100,0
1.85279900,1.58504300,0
1.90940000,1.63343800,0
1.51789200,1.97494400,0
1.92993400,1.66531800,0
1.71883500,1.98262000,0
1.95468500,1.75403100,0
1.81444200,1.61684800,0
1.95731400,1.86430800,0
1.90062800,1.86575800,0
1.67682100,1.73646700,0
1.73100900,1.94612700,0
1.58122000,1.94796800,0
1.84308500,1.92908200,0
1.95881800,1.99389000,0
1.64039000,1.50882500,0
1.67089500,1.53993500,0
1.72053700,1.58383800,0
1.64700300,1.72465300,0
1.91926100,1.98845900,0
1.64204400,1.62641000,0
1.86138800,1.64683800,0
1.60293500,1.76497000,0
1.77103400,1.62094000,0
1.71188600,1.77760300,0
1.89545400,1.98965300,0
1.78318000,1.69526900,0
1.63956900,1.72695500,0
1.69085900,1.54571600,0
1.89156200,1.74373200,0
1.89578100,1.82717600,0
1.54380800,1.52000500,0
1.92231300,1.72893300,0
1.87799200,1.78217100,0
1.80724300,1.82311100,0
1.78842000,1.97332700,0
1.60649700,1.81585500,0
1.76334200,1.82382200,0
1.99886900,1.82543300,0
1.63053000,1.65387300,0
1.87019200,1.54983700,0
1.80039400,1.63045400,0
1.99626600,1.59708200,0
1.60761400,1.55657100,0
1.56830800,1.67768400,0
1.86055100,1.89266400,0
1.82086000,1.80069100,0
1.85663000,1.59706200,0
1.92876400,1.57215900,0
1.91144000,1.52524000,0
1.63723500,1.66810400,0
1.87947500,1.54611800,0
1.77700200,1.54275000,0
1.71523600,1.71768300,0
1.89514100,1.93725500,0
1.83483400,1.81394800,0
1.70143600,1.77415400,0
1.89030700,1.71059300,0
1.88997800,1.55837000,0
1.56150800,1.61758000,0
1.64619000,1.95693300,0
1.60374800,1.89361300,0
1.79060600,1.79643900,0
1.66329600,1.68954700,0
1.54242900,1.79978800,0
1.78737700,1.94564300,0
1.80829400,1.98190800,0
1.61050800,1.81105900,0
1.71463200,1.73791200,0
1.89478500,1.86302400,0
1.80564100,1.78655500,0
1.93818800,1.57786900,0
1.92312300,1.77686900,0
1.84200300,1.84639500,0
1.76929700,1.52648800,0
1.74612900,1.93204700,0
1.52918800,1.53645800,0
1.89937800,1.64192200,0
1.69531300,1.61922900,0
1.83074500,1.61784900,0
1.89411300,1.68400700,0
1.92722500,1.55761800,0
1.56094900,1.94684200,0
1.90390100,1.84489600,0
1.74846800,1.57155800,0
1.97284000,1.50042900,0
1.68176000,1.50203700,0
1.97875400,1.56686100,0
1.89295900,1.51639600,0
1.87144500,1.50481800,0
1.87780600,1.81922800,0
1.62770100,1.90886700,0
1.71719000,1.78936400,0
1.61865700,1.84853700,0
1.99778700,1.81748100,0
1.94250500,1.90180500,0
1.64764700,1.50043500,0
1.90704300,1.97628100,0
1.97496400,1.80731100,0
1.65167700,1.80676200,0
1.76124100,1.69597500,0
1.84434500,1.57694800,0
1.71366100,1.53828600,0
1.97519300,1.93777800,0
1.92574500,1.60716800,0
1.99596000,1.78519500,0
1.73020600,1.78937600,0
1.92162700,1.51612500,0
1.95343400,1.61404100,0
1.51924600,1.60298800,0
1.59711500,1.62902300,0
1.85777000,1.71431600,0
1.87927400,1.61455500,0
1.78222800,1.76186200,0
1.86435800,1.59686500,0
1.80582600,1.67303500,0
1.59997900,1.61320100,0
0.79371700,0.29727400,1
0.70261900,0.14725700,1
0.61930100,0.31937500,1
0.69410800,0.37485700,1
0.76857900,0.26077400,1
0.62793600,0.09140300,1
0.69812700,0.06276800,1
0.67906000,0.29147400,1
0.66548400,0.04910600,1
0.72697300,0.04151500,1
0.75819300,0.36796500,1
0.63282100,0.15450800,1
0.61489200,0.31115800,1
0.71897100,0.39219400,1
0.63745600,0.07776500,1
0.64466100,0.13415700,1
0.77147400,0.19665100,1
0.75277200,0.15652100,1
0.66693600,0.28211400,1
0.60048100,0.07909000,1
0.62183200,0.26913900,1
0.78048300,0.16822500,1
0.75841100,0.15954300,1
0.68968200,0.32380400,1
0.78519000,0.20751600,1
0.60868000,0.03211400,1
0.65736600,0.38287600,1
0.71809700,0.03252400,1
0.66409900,0.27257400,1
0.69670200,0.22434000,1
0.74321700,0.31579000,1
0.72152600,0.13121800,1
0.75219300,0.01520000,1
0.62156300,0.04405400,1
0.60884600,0.12678000,1
0.62439900,0.37928300,1
0.65600700,0.20275400,1
0.77899600,0.21801200,1
0.70147300,0.24709300,1
0.73810100,0.23246700,1
0.73791100,0.04019800,1
0.74018500,0.25970300,1
0.75690200,0.29919800,1
0.74348200,0.04858800,1
0.73718100,0.26254400,1
0.73369900,0.38455000,1
0.60917000,0.12234500,1
0.65210000,0.08761300,1
0.77622900,0.37516900,1
0.77216800,0.28275900,1
0.60762700,0.02178300,1
0.69071100,0.05766200,1
0.60904300,0.01857900,1
0.79322500,0.35136800,1
0.72348800,0.26820400,1
0.70354800,0.05849400,1
0.61885600,0.13416600,1
0.63425000,0.28706100,1
0.67787500,0.37396000,1
0.71692000,0.27404600,1
0.72207100,0.10753100,1
0.71045400,0.04131800,1
0.67338800,0.37263000,1
0.76064700,0.06557400,1
0.78548500,0.36593200,1
0.71581200,0.23945000,1
0.76123700,0.02849200,1
0.69089000,0.01697800,1
0.61384000,0.00642700,1
0.71640800,0.06508900,1
0.72596500,0.00246600,1
0.60888400,0.18385200,1
0.61472200,0.33125500,1
0.65569200,0.31169700,1
0.61978900,0.30109300,1
0.72010800,1.89783700,2
0.69785300,1.66704300,2
0.74120200,1.80265600,2
0.72859900,1.83509800,2
0.72843800,1.77783500,2
0.61580100,1.74438400,2
0.63227700,1.88149100,2
0.60163300,1.81412200,2
0.70979900,1.89964300,2
0.60313900,1.61435000,2
0.79827900,1.77380900,2
0.62687900,1.80416600,2
0.65985400,1.77557600,2
0.62108300,1.97851400,2
0.66688200,1.72249100,2
0.68421100,1.77432100,2
0.76025800,1.89563100,2
0.76464600,1.70902700,2
0.63192700,1.69772900,2
0.65831200,1.95934300,2
0.65801000,1.88177000,2
0.63933200,1.63532700,2
0.64040500,1.98343900,2
0.64340300,1.66463000,2
0.70244000,1.60687200,2
0.76440600,1.97403500,2
0.72807400,1.64163800,2
0.72180900,1.84017700,2
0.73435100,1.72991700,2
0.70977200,1.87859800,2
0.72326200,1.75633600,2
0.64840600,1.95005400,2
0.67185300,1.79897200,2
0.72348500,1.68525500,2
0.78836800,1.65850300,2
0.62295700,1.76399100,2
0.78742200,1.77354000,2
0.65693200,1.73186500,2
0.71861100,1.63368200,2
0.78239500,1.99760200,2
0.62071500,1.71782300,2
0.64471400,1.72618800,2
0.76753800,1.71380500,2
0.69506700,1.82785000,2
0.72166600,1.71647800,2
0.64626100,1.94015700,2
0.61884700,1.85477500,2
0.78896700,1.81027800,2
0.66840400,1.76441900,2
0.60620300,1.60671700,2
0.77403100,1.70137700,2
0.69601000,1.62459000,2
0.65451500,1.88222700,2
0.64053800,1.99579000,2
0.67538900,1.84107900,2
0.74435700,1.77514400,2
0.79018500,1.60873800,2
0.70562900,1.74593000,2
0.73393700,1.74829400,2
0.68082900,1.67290500,2
0.71175300,1.72235700,2
0.65704800,1.72822400,2
0.68173700,1.72064600,2
0.75545000,1.82544100,2
0.74421200,1.94268200,2
0.65531600,1.61901200,2
0.71819100,1.80883100,2
0.75013400,1.96150400,2
0.71116900,1.66397900,2
0.72555300,1.65797800,2
0.76982000,1.64160600,2
0.78356200,1.81677300,2
0.73682600,1.67208300,2
0.72808700,1.96818700,2
0.63306000,1.94748800,2
1.37427400,0.20732100,1
1.23448400,0.09628600,1
1.24703500,0.31461300,1
1.21961900,0.27472000,1
1.29400700,0.11735300,1
1.32611900,0.34776900,1
1.35390400,0.07773800,1
1.37390600,0.31106500,1
1.39330400,0.02779900,1
1.38756100,0.09614900,1
1.25322600,0.31877500,1
1.38207800,0.30499100,1
1.23144500,0.21231000,1
1.26378900,0.03569200,1
1.26728200,0.31307700,1
1.34223400,0.18981200,1
1.39271100,0.02722500,1
1.34890300,0.09277400,1
1.26691500,0.22830100,1
1.21528300,0.31234200,1
1.22101500,0.32206600,1
1.37527200,0.02612300,1
1.30549500,0.12388300,1
1.22602000,0.36763500,1
1.35494500,0.39713600,1
1.20642000,0.27143400,1
1.26303900,0.34838900,1
1.33394000,0.04135600,1
1.29523800,0.23476600,1
1.37815600,0.18190300,1
1.35754800,0.11130400,1
1.34332300,0.16136700,1
1.28671400,0.03078400,1
1.38249100,0.11624500,1
1.23055400,0.30582500,1
1.27212100,0.06007300,1
1.24671500,0.35277400,1
1.33887700,0.32576300,1
1.36394700,0.35921500,1
1.24917400,0.14909900,1
1.32206500,0.35166300,1
1.34729100,0.09202100,1
1.23508600,0.18728200,1
1.25929500,0.00785800,1
1.30659600,0.35323500,1
1.26769700,0.26670000,1
1.26723800,0.02954700,1
1.30574600,0.38757600,1
1.20125400,0.05609900,1
1.32041800,0.06518000,1
1.28236900,0.24167000,1
1.20964100,0.03232800,1
1.24883800,0.06269600,1
1.35195900,0.26542300,1
1.21333200,0.02167300,1
1.31581100,0.31865600,1
1.22538400,0.16990300,1
1.26078600,0.26372000,1
1.28245700,0.14655900,1
1.22464600,0.01533300,1
1.22023700,0.34578700,1
1.32762900,0.13885400,1
1.30361100,0.09585400,1
1.31947400,0.16482500,1
1.38683500,0.01908800,1
1.24480600,0.17625500,1
1.21472000,0.03865800,1
1.30897400,0.38801800,1
1.39624500,0.20797200,1
1.28911800,0.00369800,1
1.39781600,0.26075700,1
1.25418700,0.01378500,1
1.37547000,0.31464500,1
1.33284700,0.39011200,1
1.39362300,0.30836000,1
1.39962600,1.93493000,0
1.36257000,1.91235500,0
1.23737700,1.65906700,0
1.26771400,1.82502600,0
1.37804700,1.99209700,0
1.36062200,1.95138300,0
1.22398000,1.96848900,0
1.33528400,1.95834400,0
1.20837900,1.98719400,0
1.32255300,1.91055200,0
1.26628800,1.60817800,0
1.20154700,1.91292000,0
1.35637500,1.72788900,0
1.24886900,1.92083600,0
1.39899900,1.96668400,0
1.32481500,1.72624900,0
1.37750000,1.60475600,0
1.23032900,1.78762600,0
1.28732500,1.91910500,0
1.35926400,1.64401400,0
1.31157700,1.70262300,0
1.31757800,1.73822000,0
1.25173100,1.68737500,0
